估计零点与真实零点的虚部比较 (前1000个),,,,,虚部误差较大的零点的编号 (前76个),,,各个零点的计算耗时 (前1000个),,,,前N个零点的计算总耗时,,,,
零点序号,估算零点虚部,真实零点虚部,虚部误差,,零点序号,虚部误差,,零点序号,估值计算耗时(秒),Python库计算耗时(秒),,测试对象,估计总耗时(秒),Python库总耗时(秒),(估计)平均每个零点耗时(秒),(库)平均每个零点耗时(秒)
556,883.430334,883.4303318,0.0000022,,,,,556,6.12E-05,2.86E-01,,,,,,
557,884.1987502,884.1987431,0.00000709,,,,,557,4.56E-05,3.51E-01,,,,,,
558,885.2723155,885.2723045,0.00001098,,,,,558,4.38E-05,3.16E-01,,,,,,
559,886.8528149,886.852802,0.00001293,,,,,559,4.83E-05,2.71E-01,,,,,,
560,888.4755776,888.4755667,0.00001091,,,,,560,4.83E-05,3.21E-01,,,,,,
561,889.735302,889.7352943,0.00000768,,,,,561,5.41E-05,2.70E-01,,,,,,
562,890.8131422,890.8131321,0.00001012,,,,,562,4.47E-05,2.89E-01,,,,,,
563,892.3864251,892.3864333,0.00000815,,,,,563,4.80E-05,3.24E-01,,,,,,
564,893.1191237,893.1191176,0.00000615,,,,,564,4.64E-05,2.88E-01,,,,,,
565,895.4104728,894.8862923,0.52418044,,,,,565,4.33E-05,3.04E-01,,,,,,
566,926.6583076,895.3979197,31.26038793,,,,,566,5.33E-05,3.52E-01,,,,,,
567,896.6322689,896.6322516,0.00001732,,,,,567,6.57E-05,3.83E-01,,,,,,
568,899.2215584,899.2215227,0.00003572,,,,,568,7.34E-05,3.38E-01,,,,,,
569,899.8588509,899.8588846,0.0000337,,,,,569,8.02E-05,2.84E-01,,,,,,
570,900.8497756,900.8497399,0.00003573,,,,,570,8.52E-05,2.88E-01,,,,,,
571,901.8513903,902.2432076,0.39181732,,,,,571,9.74E-05,2.84E-01,,,,,,
572,903.0997052,903.0996744,0.00003078,,,,,572,5.43E-05,2.39E-01,,,,,,
573,904.7028977,904.7029027,0.00000506,,,,,573,1.03E-04,2.88E-01,,,,,,
574,905.8299616,905.8299408,0.00002085,,,,,574,5.24E-05,3.19E-01,,,,,,
575,907.6567233,907.6567295,0.00000622,,,,,575,5.00E-05,3.18E-01,,,,,,
576,908.3335597,908.3335437,0.00001608,,,,,576,5.49E-05,3.03E-01,,,,,,
577,910.1863436,910.1863341,0.00000956,,,,,577,4.02E-05,3.31E-01,,,,,,
578,911.2349603,911.2349515,0.00000884,,,,,578,3.82E-05,3.01E-01,,,,,,
579,912.8346255,912.3310456,0.50357994,,,,,579,3.50E-05,2.81E-01,,,,,,
580,912.3311223,912.8239993,0.49287694,,,,,580,4.27E-05,3.27E-01,,,,,,
581,914.730111,914.730097,0.00001401,,,,,581,5.72E-05,3.72E-01,,,,,,
582,916.3550097,916.3550008,0.00000892,,,,,582,9.32E-05,3.78E-01,,,,,,
583,917.8253933,917.8253776,0.00001577,,,,,583,4.19E-05,3.06E-01,,,,,,
584,919.4183129,918.8365352,0.58177765,,,,,584,3.74E-05,3.09E-01,,,,,,
585,919.4483658,919.4483444,0.00002131,,,,,585,3.59E-05,3.38E-01,,,,,,
586,921.1564029,921.1563955,0.0000074,,,,,586,5.67E-05,2.90E-01,,,,,,
587,816.3060386,922.5006293,106.1945907,,,,,587,3.78E-05,3.16E-01,,,,,,
588,923.2857215,923.2857198,0.00000167,,,,,588,3.59E-05,3.05E-01,,,,,,
589,924.7734995,924.7734839,0.00001555,,,,,589,3.65E-05,3.54E-01,,,,,,
590,926.5515609,926.5515528,0.00000808,,,,,590,3.61E-05,2.76E-01,,,,,,
591,927.8508747,927.850859,0.00001573,,,,,591,3.63E-05,3.11E-01,,,,,,
592,928.6636539,928.6636593,0.0000054,,,,,592,5.34E-05,2.90E-01,,,,,,
593,929.8741147,929.8740929,0.00002183,,,,,593,5.22E-05,2.86E-01,,,,,,
594,931.852763,931.0092113,0.84355161,,,,,594,3.81E-05,3.03E-01,,,,,,
595,931.8527629,931.8527408,0.00002219,,,,,595,3.83E-05,3.17E-01,,,,,,
596,934.3853256,934.3853068,0.00001873,,,,,596,8.37E-05,3.27E-01,,,,,,
597,934.9954211,934.9954249,0.00000379,,,,,597,4.23E-05,3.35E-01,,,,,,
598,936.2286612,936.2286494,0.00001185,,,,,598,4.43E-05,3.20E-01,,,,,,
599,937.5329353,937.5329257,0.00000955,,,,,599,5.29E-05,2.58E-01,,,,,,
600,939.0235936,939.0243009,0.00070731,,,,,600,4.00E-05,3.17E-01,,,,,,
601,939.6609499,939.6609406,0.00000929,,,,,601,4.40E-05,3.21E-01,,,,,,
602,944.0672895,941.1569996,2.91028984,,,,,602,6.60E-05,2.89E-01,,,,,,
603,942.0523537,942.0523416,0.00001206,,,,,603,4.31E-05,2.87E-01,,,,,,
604,944.1880522,944.1880358,0.00001634,,,,,604,5.25E-05,4.22E-01,,,,,,
605,945.3335621,945.3335625,0.00000043,,,,,605,4.32E-05,2.73E-01,,,,,,
606,946.7650102,946.7658422,0.00083199,,,,,606,3.94E-05,3.17E-01,,,,,,
607,946.7840184,947.0791831,0.29516474,,,,,607,4.59E-05,2.86E-01,,,,,,
608,948.3466649,948.3466463,0.00001866,,,,,608,3.80E-05,2.71E-01,,,,,,
609,950.1515674,950.1516127,0.00004525,,,,,609,4.46E-05,3.22E-01,,,,,,
610,951.0332592,951.0332487,0.00001048,,,,,610,3.75E-05,3.20E-01,,,,,,
611,952.7280002,952.7279886,0.00001157,,,,,611,5.77E-05,3.97E-01,,,,,,
612,954.1297225,954.1297193,0.00000327,,,,,612,3.72E-05,3.17E-01,,,,,,
613,954.8293184,954.8293089,0.00000942,,,,,613,4.46E-05,3.02E-01,,,,,,
614,956.6754924,956.6754793,0.0000131,,,,,614,3.81E-05,2.87E-01,,,,,,
615,957.0013174,957.5100526,0.50873521,,,,,615,4.76E-05,2.71E-01,,,,,,
616,950.1493272,958.4145934,8.26526616,,,,,616,4.28E-05,3.45E-01,,,,,,
617,959.4591809,959.4591688,0.00001213,,,,,617,3.79E-05,3.24E-01,,,,,,
618,961.66959,961.6695725,0.00001753,,,,,618,5.35E-05,3.17E-01,,,,,,
619,963.1820699,963.1820867,0.00001675,,,,,619,3.74E-05,3.23E-01,,,,,,
620,963.5670702,963.5670402,0.00003003,,,,,620,3.90E-05,3.52E-01,,,,,,
621,965.0555798,965.0555796,0.00000022,,,,,621,3.64E-05,3.18E-01,,,,,,
622,966.1107699,966.1107548,0.00001507,,,,,622,3.91E-05,3.11E-01,,,,,,
623,967.3711568,967.3711538,0.00000302,,,,,623,4.70E-05,3.86E-01,,,,,,
624,968.6363161,968.6363019,0.00001419,,,,,624,5.61E-05,2.75E-01,,,,,,
625,970.1256124,970.1256106,0.00000183,,,,,625,4.38E-05,2.87E-01,,,,,,
626,971.0715047,971.0714915,0.00001318,,,,,626,3.67E-05,3.35E-01,,,,,,
627,973.1853779,973.1853613,0.00001657,,,,,627,8.56E-05,2.96E-01,,,,,,
628,973.8730731,973.873079,0.00000585,,,,,628,5.35E-05,2.86E-01,,,,,,
629,974.7746489,974.7746351,0.00001386,,,,,629,3.75E-05,3.22E-01,,,,,,
630,976.9172164,976.1785024,0.73871397,,,,,630,8.67E-05,3.05E-01,,,,,,
631,976.9172103,976.9172021,0.00000813,,,,,631,3.95E-05,2.42E-01,,,,,,
632,978.7666845,978.7666715,0.00001291,,,,,632,5.15E-05,3.07E-01,,,,,,
633,980.5780115,980.5780006,0.00001082,,,,,633,5.22E-05,2.81E-01,,,,,,
634,981.2886175,981.2886153,0.00000222,,,,,634,4.14E-05,3.54E-01,,,,,,
635,982.3964948,982.3964852,0.00000964,,,,,635,3.71E-05,2.68E-01,,,,,,
636,983.5750836,983.575076,0.00000757,,,,,636,4.33E-05,3.37E-01,,,,,,
637,985.1869304,985.1869287,0.00000173,,,,,637,3.66E-05,3.22E-01,,,,,,
638,986.7560333,986.1305151,0.62551818,,,,,638,5.26E-05,2.84E-01,,,,,,
639,986.7560282,986.7560084,0.00001979,,,,,639,3.71E-05,3.56E-01,,,,,,
640,988.9926354,988.9926224,0.00001303,,,,,640,4.93E-05,3.90E-01,,,,,,
641,990.2239221,990.2239178,0.00000428,,,,,641,3.64E-05,3.05E-01,,,,,,
642,991.3743051,991.3742942,0.00001096,,,,,642,3.61E-05,2.73E-01,,,,,,
643,1015.953716,992.7286963,23.22502009,,,,,643,3.62E-05,3.20E-01,,,,,,
644,993.8534607,993.214581,0.6388797,,,,,644,4.46E-05,3.51E-01,,,,,,
645,994.4046019,994.4045906,0.0000113,,,,,645,3.73E-05,2.71E-01,,,,,,
646,996.2053476,996.2053362,0.00001143,,,,,646,5.26E-05,3.51E-01,,,,,,
647,997.5119416,997.5119348,0.0000068,,,,,647,4.34E-05,3.70E-01,,,,,,
648,998.8275571,998.8275471,0.00000996,,,,,648,5.47E-05,2.79E-01,,,,,,
649,999.7915766,999.7915716,0.00000505,,,,,649,4.60E-05,2.89E-01,,,,,,
650,1001.349498,1001.349483,0.00001512,,,,,650,4.80E-05,3.19E-01,,,,,,
651,1002.4043,1002.404305,0.0000051,,,,,651,5.05E-05,2.89E-01,,,,,,
652,1003.267826,1003.267808,0.0000178,,,,,652,4.86E-05,3.03E-01,,,,,,
653,1005.722137,1004.675044,1.0470924,,,,,653,3.73E-05,3.82E-01,,,,,,
654,1005.543437,1005.54342,0.00001639,,,,,654,1.15E-04,3.35E-01,,,,,,
655,1008.006723,1008.006704,0.00001886,,,,,655,3.81E-05,2.91E-01,,,,,,
656,1008.795703,1008.79571,0.00000673,,,,,656,4.92E-05,2.74E-01,,,,,,
657,1009.806201,1009.806591,0.00038995,,,,,657,4.22E-05,2.72E-01,,,,,,
658,1010.569763,1010.569757,0.0000062,,,,,658,3.83E-05,2.60E-01,,,,,,
659,1013.589402,1012.410043,1.17935907,,,,,659,4.44E-05,3.17E-01,,,,,,
660,1013.058642,1013.058638,0.0000034,,,,,660,4.86E-05,3.25E-01,,,,,,
661,1014.689645,1014.689633,0.0000121,,,,,661,3.69E-05,3.28E-01,,,,,,
662,1016.060185,1016.060179,0.00000646,,,,,662,4.36E-05,3.50E-01,,,,,,
663,1017.266412,1017.266402,0.00000919,,,,,663,4.02E-05,2.67E-01,,,,,,
664,1018.605581,1018.605573,0.00000881,,,,,664,3.98E-05,3.77E-01,,,,,,
665,1019.912446,1019.91244,0.00000616,,,,,665,3.56E-05,2.83E-01,,,,,,
666,1021.544347,1020.917475,0.62687246,,,,,666,5.19E-05,3.34E-01,,,,,,
667,1022.877206,1021.544345,1.33286162,,,,,667,3.99E-05,3.18E-01,,,,,,
668,1022.885285,1022.885271,0.00001447,,,,,668,4.05E-05,3.39E-01,,,,,,
669,1025.265744,1025.265724,0.00001989,,,,,669,3.74E-05,3.12E-01,,,,,,
670,1025.707938,1025.707944,0.0000064,,,,,670,5.70E-05,3.33E-01,,,,,,
671,1027.467712,1027.467694,0.0000188,,,,,671,4.68E-05,2.96E-01,,,,,,
672,1028.128956,1028.128964,0.00000799,,,,,672,3.81E-05,3.05E-01,,,,,,
673,1029.227312,1029.227297,0.0000141,,,,,673,4.14E-05,3.32E-01,,,,,,
674,1030.897357,1030.897369,0.00001133,,,,,674,4.65E-05,3.35E-01,,,,,,
675,1031.875946,1031.83318,0.04276566,,,,,675,3.74E-05,4.10E-01,,,,,,
676,1032.812893,1032.812883,0.00001022,,,,,676,7.64E-05,3.32E-01,,,,,,
677,1034.612927,1034.612916,0.0000118,,,,,677,3.68E-05,3.45E-01,,,,,,
678,1036.195924,1036.195917,0.00000711,,,,,678,5.42E-05,3.62E-01,,,,,,
679,1037.024714,1037.024708,0.00000608,,,,,679,3.88E-05,2.62E-01,,,,,,
680,1038.087758,1038.087752,0.00000556,,,,,680,3.57E-05,2.87E-01,,,,,,
681,1039.077409,1039.077401,0.00000751,,,,,681,3.55E-05,3.62E-01,,,,,,
682,1040.264045,1040.264038,0.0000073,,,,,682,3.58E-05,3.04E-01,,,,,,
683,1041.621539,1041.621528,0.00001066,,,,,683,5.20E-05,3.29E-01,,,,,,
684,1043.623971,1043.623954,0.00001676,,,,,684,4.67E-05,3.30E-01,,,,,,
685,1044.514957,1044.514976,0.00001851,,,,,685,3.73E-05,3.42E-01,,,,,,
686,1045.107062,1045.107042,0.00001998,,,,,686,4.44E-05,3.11E-01,,,,,,
687,1047.089826,1047.089817,0.00000888,,,,,687,5.39E-05,3.59E-01,,,,,,
688,1047.987152,1047.987147,0.00000429,,,,,688,3.63E-05,2.72E-01,,,,,,
689,1048.95375,1048.953785,0.00003484,,,,,689,3.72E-05,2.89E-01,,,,,,
690,1049.996292,1049.996284,0.00000821,,,,,690,4.14E-05,3.43E-01,,,,,,
691,1051.576583,1051.576572,0.00001103,,,,,691,3.74E-05,3.78E-01,,,,,,
692,1053.245795,1053.245785,0.00000943,,,,,692,4.14E-05,3.92E-01,,,,,,
693,1054.781053,1054.781039,0.00001341,,,,,693,3.61E-05,3.48E-01,,,,,,
694,1055.002143,1055.002146,0.00000316,,,,,694,4.45E-05,3.78E-01,,,,,,
695,1057.100053,1056.688847,0.41120531,,,,,695,8.64E-05,3.45E-01,,,,,,
696,1057.099828,1057.100044,0.00021538,,,,,696,4.90E-05,3.73E-01,,,,,,
697,1059.133782,1059.133769,0.00001244,,,,,697,3.66E-05,3.70E-01,,,,,,
698,1060.139515,1060.139519,0.00000394,,,,,698,4.25E-05,3.72E-01,,,,,,
699,1061.501324,1061.501304,0.00001953,,,,,699,5.46E-05,3.66E-01,,,,,,
700,1062.915378,1062.915382,0.00000314,,,,,700,3.92E-05,3.45E-01,,,,,,
701,1064.071571,1064.071551,0.00002026,,,,,701,4.04E-05,2.44E-01,,,,,,
702,1065.121849,1065.121855,0.00000612,,,,,702,3.83E-05,3.37E-01,,,,,,
703,1066.463241,1066.463223,0.00001802,,,,,703,3.84E-05,3.08E-01,,,,,,
704,1077.229381,1067.41886,9.81052132,,,,,704,4.00E-05,3.28E-01,,,,,,
705,1067.990029,1067.99,0.00002892,,,,,705,5.42E-05,4.53E-01,,,,,,
706,1070.535057,1070.535042,0.00001495,,,,,706,4.01E-05,4.65E-01,,,,,,
707,1071.618619,1071.618623,0.00000382,,,,,707,5.40E-05,3.24E-01,,,,,,
708,1072.544014,1072.543998,0.00001642,,,,,708,5.40E-05,3.01E-01,,,,,,
709,1073.570351,1073.570353,0.0000019,,,,,709,4.23E-05,2.83E-01,,,,,,
710,1074.747786,1074.747771,0.00001481,,,,,710,4.62E-05,3.94E-01,,,,,,
711,1076.961031,1076.266626,0.69440553,,,,,711,4.25E-05,3.27E-01,,,,,,
712,1076.92407,1076.924056,0.00001392,,,,,712,3.83E-05,2.68E-01,,,,,,
713,1078.647205,1078.647198,0.00000697,,,,,713,3.81E-05,4.04E-01,,,,,,
714,1079.809975,1079.809965,0.00000912,,,,,714,5.24E-05,3.20E-01,,,,,,
715,1081.171009,1081.171002,0.00000698,,,,,715,3.83E-05,3.76E-01,,,,,,
716,1082.952786,1082.95275,0.00003586,,,,,716,3.71E-05,3.38E-01,,,,,,
717,1083.011738,1083.295467,0.28372883,,,,,717,4.05E-05,3.91E-01,,,,,,
718,1084.183284,1084.183264,0.00001929,,,,,718,3.99E-05,3.19E-01,,,,,,
719,1085.647834,1085.647831,0.00000309,,,,,719,4.08E-05,3.73E-01,,,,,,
720,1086.912012,1086.911999,0.0000126,,,,,720,3.82E-05,3.52E-01,,,,,,
721,1088.755732,1088.755725,0.00000756,,,,,721,3.83E-05,3.45E-01,,,,,,
722,1089.795347,1089.795338,0.00000911,,,,,722,5.41E-05,3.77E-01,,,,,,
723,1090.863191,1090.863191,0.0000005,,,,,723,3.90E-05,3.63E-01,,,,,,
724,1091.728486,1091.728473,0.00001332,,,,,724,3.76E-05,3.42E-01,,,,,,
725,1093.440855,1093.440873,0.00001852,,,,,725,6.33E-05,3.60E-01,,,,,,
726,1094.284468,1094.284458,0.00001084,,,,,726,3.92E-05,2.73E-01,,,,,,
727,1135.393839,1095.433085,39.9607543,,,,,727,3.76E-05,3.58E-01,,,,,,
728,1096.401932,1096.401918,0.00001395,,,,,728,3.66E-05,3.46E-01,,,,,,
729,1098.841036,1098.841015,0.00002097,,,,,729,4.91E-05,3.65E-01,,,,,,
730,1099.360656,1099.360667,0.00001091,,,,,730,3.87E-05,2.78E-01,,,,,,
731,1100.574475,1100.574461,0.00001428,,,,,731,4.43E-05,2.33E-01,,,,,,
732,1121.598681,1101.839111,19.75956956,,,,,732,3.90E-05,3.26E-01,,,,,,
733,1102.552352,1102.55178,0.00057188,,,,,733,4.11E-05,3.58E-01,,,,,,
734,1103.732306,1103.732297,0.00000908,,,,,734,4.14E-05,3.25E-01,,,,,,
735,1105.617201,1105.617189,0.00001219,,,,,735,3.89E-05,3.63E-01,,,,,,
736,1106.774373,1106.774372,0.00000107,,,,,736,4.11E-05,3.85E-01,,,,,,
737,1107.774543,1107.774532,0.0000112,,,,,737,3.86E-05,3.76E-01,,,,,,
738,1109.158924,1109.158919,0.00000544,,,,,738,3.80E-05,3.56E-01,,,,,,
739,1110.444153,1110.444143,0.00001042,,,,,739,3.74E-05,2.83E-01,,,,,,
740,1111.443506,1111.443505,0.00000158,,,,,740,3.67E-05,2.59E-01,,,,,,
741,1111.384908,1112.432995,1.04808711,,,,,741,3.93E-05,2.90E-01,,,,,,
742,1113.397601,1113.397595,0.00000617,,,,,742,3.90E-05,3.53E-01,,,,,,
743,1115.065371,1115.065359,0.00001168,,,,,743,3.69E-05,3.12E-01,,,,,,
744,1116.787261,1116.787254,0.00000752,,,,,744,3.68E-05,3.47E-01,,,,,,
745,1117.965929,1117.96592,0.00000948,,,,,745,7.72E-05,3.69E-01,,,,,,
746,1118.60575,1118.684135,0.07838532,,,,,746,3.71E-05,2.75E-01,,,,,,
747,1119.473259,1119.473247,0.00001127,,,,,747,3.89E-05,2.64E-01,,,,,,
748,1121.155947,1121.155938,0.00000971,,,,,748,4.54E-05,3.09E-01,,,,,,
749,1123.122853,1122.458621,0.66423166,,,,,749,4.13E-05,4.36E-01,,,,,,
750,1123.101129,1123.101117,0.00001113,,,,,750,4.15E-05,3.65E-01,,,,,,
751,1125.314746,1125.314729,0.00001637,,,,,751,3.93E-05,3.99E-01,,,,,,
752,1125.763439,1125.763442,0.00000357,,,,,752,3.98E-05,4.33E-01,,,,,,
753,1127.658043,1127.658024,0.00001967,,,,,753,3.68E-05,4.39E-01,,,,,,
754,1128.430215,1128.430225,0.00001002,,,,,754,3.87E-05,2.99E-01,,,,,,
755,1130.406706,1129.728997,0.6777092,,,,,755,3.80E-05,3.39E-01,,,,,,
756,1131.495489,1130.391598,1.10389068,,,,,756,3.68E-05,3.62E-01,,,,,,
757,1131.495102,1131.495086,0.00001693,,,,,757,4.36E-05,2.64E-01,,,,,,
758,1133.708636,1133.708626,0.00001069,,,,,758,4.05E-05,4.30E-01,,,,,,
759,1134.885658,1134.885655,0.00000311,,,,,759,7.98E-05,2.97E-01,,,,,,
760,1135.56222,1135.562214,0.00000611,,,,,760,4.48E-05,4.15E-01,,,,,,
761,1136.929303,1136.929293,0.00000962,,,,,761,4.73E-05,3.42E-01,,,,,,
762,1138.151629,1138.15159,0.00003897,,,,,762,5.41E-05,2.99E-01,,,,,,
763,1138.992352,1138.992342,0.00000985,,,,,763,4.06E-05,3.38E-01,,,,,,
764,1141.279695,1140.721848,0.55784678,,,,,764,5.23E-05,3.60E-01,,,,,,
765,1141.261027,1141.261023,0.00000401,,,,,765,3.88E-05,2.93E-01,,,,,,
766,1142.858671,1142.85866,0.00001104,,,,,766,8.90E-05,3.85E-01,,,,,,
767,1144.78231,1144.7823,0.00001093,,,,,767,4.91E-05,3.63E-01,,,,,,
768,1145.485328,1145.485328,0.0000004,,,,,768,4.30E-05,3.48E-01,,,,,,
769,1146.576823,1146.576815,0.00000819,,,,,769,4.75E-05,2.58E-01,,,,,,
770,1147.501781,1147.501777,0.00000453,,,,,770,3.75E-05,3.55E-01,,,,,,
771,1148.615284,1148.615277,0.00000727,,,,,771,3.61E-05,3.11E-01,,,,,,
772,1149.98261,1149.982601,0.0000089,,,,,772,3.69E-05,3.43E-01,,,,,,
773,1151.562823,1151.562815,0.00000855,,,,,773,3.70E-05,4.07E-01,,,,,,
774,1152.943137,1152.943129,0.00000815,,,,,774,4.25E-05,3.53E-01,,,,,,
775,1153.890305,1153.890304,0.00000078,,,,,775,3.68E-05,2.80E-01,,,,,,
776,1154.69753,1154.69752,0.00001049,,,,,776,4.69E-05,3.73E-01,,,,,,
777,1156.621579,1156.621568,0.00001103,,,,,777,3.86E-05,3.00E-01,,,,,,
778,1158.001618,1157.432315,0.56930294,,,,,778,3.70E-05,3.00E-01,,,,,,
779,1160.699654,1158.001609,2.69804452,,,,,779,3.72E-05,3.56E-01,,,,,,
780,1159.480667,1159.480657,0.00000994,,,,,780,3.77E-05,3.21E-01,,,,,,
781,1161.396656,1161.396645,0.00001127,,,,,781,4.12E-05,4.29E-01,,,,,,
782,1162.48753,1162.487529,0.00000147,,,,,782,3.77E-05,3.31E-01,,,,,,
783,1163.701045,1163.701032,0.00001375,,,,,783,3.74E-05,3.58E-01,,,,,,
784,1165.271249,1164.737586,0.5336623,,,,,784,4.93E-05,3.72E-01,,,,,,
785,1165.271118,1165.271228,0.00010984,,,,,785,3.88E-05,3.07E-01,,,,,,
786,1166.943619,1166.943613,0.00000538,,,,,786,3.64E-05,3.70E-01,,,,,,
787,1168.086281,1168.086272,0.00000945,,,,,787,3.75E-05,3.27E-01,,,,,,
788,1169.698352,1169.698357,0.00000531,,,,,788,3.63E-05,3.72E-01,,,,,,
789,1170.463646,1170.463639,0.00000747,,,,,789,3.74E-05,3.45E-01,,,,,,
790,1172.12069,1172.120682,0.00000842,,,,,790,3.65E-05,3.50E-01,,,,,,
791,1173.305695,1173.305688,0.00000706,,,,,791,3.67E-05,3.83E-01,,,,,,
792,1174.232768,1174.232767,0.00000105,,,,,792,3.88E-05,2.74E-01,,,,,,
793,1175.215465,1175.215452,0.00001223,,,,,793,3.62E-05,3.17E-01,,,,,,
794,1179.698804,1176.632876,3.06592784,,,,,794,3.68E-05,3.10E-01,,,,,,
795,1177.106323,1177.106304,0.00001862,,,,,795,4.28E-05,3.37E-01,,,,,,
796,1179.701241,1179.701224,0.00001791,,,,,796,3.70E-05,3.05E-01,,,,,,
797,1180.653528,1180.653544,0.00001576,,,,,797,3.69E-05,3.18E-01,,,,,,
798,1181.267339,1181.267318,0.00002109,,,,,798,3.89E-05,3.24E-01,,,,,,
799,1182.582271,1182.58227,0.00000106,,,,,799,4.70E-05,2.90E-01,,,,,,
800,1183.712786,1183.712775,0.00001084,,,,,800,5.34E-05,3.88E-01,,,,,,
801,1185.875334,1185.155843,0.71949071,,,,,801,4.50E-05,3.37E-01,,,,,,
802,1185.875366,1185.875359,0.00000696,,,,,802,5.01E-05,3.34E-01,,,,,,
803,1187.34517,1187.345161,0.0000089,,,,,803,5.18E-05,3.51E-01,,,,,,
804,1188.856451,1188.856444,0.00000679,,,,,804,3.90E-05,3.11E-01,,,,,,
805,1189.963644,1189.963637,0.00000764,,,,,805,4.05E-05,2.65E-01,,,,,,
806,1191.482611,1191.482606,0.00000541,,,,,806,4.53E-05,2.83E-01,,,,,,
807,1192.21862,1192.218611,0.00000836,,,,,807,3.81E-05,2.97E-01,,,,,,
808,1192.21862,1193.324021,1.10540159,,,,,808,3.75E-05,3.14E-01,,,,,,
809,1193.854932,1193.857427,0.00249564,,,,,809,3.63E-05,3.68E-01,,,,,,
810,1196.034681,1196.034672,0.00000932,,,,,810,3.81E-05,3.78E-01,,,,,,
811,1197.071791,1197.071787,0.00000453,,,,,811,3.86E-05,4.00E-01,,,,,,
812,1198.686582,1198.686569,0.00001254,,,,,812,3.69E-05,3.36E-01,,,,,,
813,1199.356512,1199.356514,0.00000217,,,,,813,3.91E-05,4.22E-01,,,,,,
814,1200.532702,1200.532692,0.00001037,,,,,814,3.69E-05,3.37E-01,,,,,,
815,1201.81034,1201.810335,0.00000485,,,,,815,6.66E-05,3.41E-01,,,,,,
816,1194.508552,1203.137351,8.62879849,,,,,816,5.11E-05,3.32E-01,,,,,,
817,1203.855269,1203.855248,0.00002093,,,,,817,5.69E-05,4.06E-01,,,,,,
818,1204.985503,1204.985492,0.00001059,,,,,818,4.81E-05,3.66E-01,,,,,,
819,1206.87051,1206.8705,0.00001003,,,,,819,5.34E-05,3.86E-01,,,,,,
820,1208.471466,1208.47146,0.0000065,,,,,820,3.79E-05,3.02E-01,,,,,,
821,1208.989486,1208.989484,0.00000189,,,,,821,4.68E-05,2.98E-01,,,,,,
822,1209.898037,1209.89803,0.00000726,,,,,822,4.07E-05,3.39E-01,,,,,,
823,1212.136843,1211.416116,0.72072754,,,,,823,3.71E-05,3.34E-01,,,,,,
824,1212.113157,1212.113153,0.00000399,,,,,824,3.86E-05,3.44E-01,,,,,,
825,1213.598383,1213.598373,0.00000994,,,,,825,4.44E-05,3.52E-01,,,,,,
826,1215.389985,1215.389975,0.00000953,,,,,826,3.95E-05,4.04E-01,,,,,,
827,1216.183722,1216.183722,0.00000009,,,,,827,4.41E-05,3.65E-01,,,,,,
828,1217.174492,1217.174483,0.00000992,,,,,828,5.36E-05,3.37E-01,,,,,,
829,1219.050039,1219.050028,0.00001037,,,,,829,3.67E-05,3.48E-01,,,,,,
830,1219.614471,1219.614471,0.00000016,,,,,830,5.08E-05,3.27E-01,,,,,,
831,1227.159684,1220.816348,6.34333587,,,,,831,4.24E-05,3.85E-01,,,,,,
832,1221.692356,1221.692242,0.00011385,,,,,832,8.86E-05,3.78E-01,,,,,,
833,1222.952494,1222.952484,0.00000962,,,,,833,4.43E-05,3.80E-01,,,,,,
834,1225.018344,1225.01833,0.00001425,,,,,834,5.04E-05,4.32E-01,,,,,,
835,1225.855016,1225.855021,0.00000506,,,,,835,5.35E-05,4.49E-01,,,,,,
836,1227.231853,1227.231828,0.00002537,,,,,836,4.99E-05,3.18E-01,,,,,,
837,1219.61447,1227.917142,8.30267169,,,,,837,4.29E-05,3.57E-01,,,,,,
838,1228.793176,1228.793154,0.0000218,,,,,838,3.75E-05,2.91E-01,,,,,,
839,1230.584595,1230.584603,0.0000077,,,,,839,3.74E-05,3.01E-01,,,,,,
840,1231.562285,1231.562274,0.00001156,,,,,840,4.67E-05,3.36E-01,,,,,,
841,1232.529589,1232.529587,0.00000177,,,,,841,4.59E-05,3.39E-01,,,,,,
842,1234.277831,1234.277817,0.00001408,,,,,842,4.86E-05,3.36E-01,,,,,,
843,1235.502544,1235.502549,0.00000427,,,,,843,5.70E-05,3.88E-01,,,,,,
844,1236.399033,1236.399017,0.00001541,,,,,844,5.13E-05,3.86E-01,,,,,,
845,1237.976812,1237.977299,0.00048622,,,,,845,8.96E-05,3.41E-01,,,,,,
846,1238.457331,1238.457233,0.00009819,,,,,846,4.40E-05,3.65E-01,,,,,,
847,1239.490799,1239.490807,0.00000813,,,,,847,3.87E-05,2.94E-01,,,,,,
848,1240.813483,1240.813472,0.00001139,,,,,848,5.19E-05,4.08E-01,,,,,,
849,1243.078094,1243.078076,0.00001711,,,,,849,5.03E-05,4.29E-01,,,,,,
850,1243.538137,1243.538147,0.00000936,,,,,850,4.83E-05,3.18E-01,,,,,,
851,1244.851445,1244.851434,0.00001099,,,,,851,5.50E-05,3.00E-01,,,,,,
852,1245.655867,1245.655866,0.00000097,,,,,852,4.09E-05,3.34E-01,,,,,,
853,1247.372417,1247.372562,0.0001451,,,,,853,4.31E-05,4.01E-01,,,,,,
854,1248.063052,1248.063061,0.00000896,,,,,854,3.96E-05,3.44E-01,,,,,,
